		x-cp20936、简体中文(GB2312-80)  编码字符对照表
八进制	十进制	16进制	字符	说明
166364	60660	ECF4	祠	
166365	60661	ECF5	祯	
166366	60662	ECF6	祧	
166367	60663	ECF7	祺	
166370	60664	ECF8	禅	
166371	60665	ECF9	禊	
166372	60666	ECFA	禚	
166373	60667	ECFB	禧	
166374	60668	ECFC	禳	
166375	60669	ECFD	忑	
166376	60670	ECFE	忐	
166641	60833	EDA1	怼	
166642	60834	EDA2	恝	
166643	60835	EDA3	恚	
166644	60836	EDA4	恧	
166645	60837	EDA5	恁	
166646	60838	EDA6	恙	
166647	60839	EDA7	恣	
166650	60840	EDA8	悫	
166651	60841	EDA9	愆	
166652	60842	EDAA	愍	
166653	60843	EDAB	慝	
166654	60844	EDAC	憩	
166655	60845	EDAD	憝	
166656	60846	EDAE	懋	
166657	60847	EDAF	懑	
166660	60848	EDB0	戆	
166661	60849	EDB1	肀	
166662	60850	EDB2	聿	
166663	60851	EDB3	沓	
166664	60852	EDB4	泶	
166665	60853	EDB5	淼	
166666	60854	EDB6	矶	
166667	60855	EDB7	矸	
166670	60856	EDB8	砀	
166671	60857	EDB9	砉	
166672	60858	EDBA	砗	
166673	60859	EDBB	砘	
166674	60860	EDBC	砑	
166675	60861	EDBD	斫	
166676	60862	EDBE	砭	
166677	60863	EDBF	砜	
166700	60864	EDC0	砝	
166701	60865	EDC1	砹	
166702	60866	EDC2	砺	
166703	60867	EDC3	砻	
166704	60868	EDC4	砟	
166705	60869	EDC5	砼	
166706	60870	EDC6	砥	
166707	60871	EDC7	砬	
166710	60872	EDC8	砣	
166711	60873	EDC9	砩	
166712	60874	EDCA	硎	
166713	60875	EDCB	硭	
166714	60876	EDCC	硖	
166715	60877	EDCD	硗	
166716	60878	EDCE	砦	
166717	60879	EDCF	硐	
166720	60880	EDD0	硇	
166721	60881	EDD1	硌	
166722	60882	EDD2	硪	
166723	60883	EDD3	碛	
166724	60884	EDD4	碓	
166725	60885	EDD5	碚	
166726	60886	EDD6	碇	
166727	60887	EDD7	碜	
166730	60888	EDD8	碡	
166731	60889	EDD9	碣	
166732	60890	EDDA	碲	
166733	60891	EDDB	碹	
166734	60892	EDDC	碥	
166735	60893	EDDD	磔	
166736	60894	EDDE	磙	
166737	60895	EDDF	磉	
166740	60896	EDE0	磬	
166741	60897	EDE1	磲	
166742	60898	EDE2	礅	
166743	60899	EDE3	磴	
166744	60900	EDE4	礓	
166745	60901	EDE5	礤	
166746	60902	EDE6	礞	
166747	60903	EDE7	礴	
166750	60904	EDE8	龛	
166751	60905	EDE9	黹	
166752	60906	EDEA	黻	
166753	60907	EDEB	黼	
166754	60908	EDEC	盱	
166755	60909	EDED	眄	
166756	60910	EDEE	眍	
166757	60911	EDEF	盹	
166760	60912	EDF0	眇	
166761	60913	EDF1	眈	
166762	60914	EDF2	眚	
166763	60915	EDF3	眢	
166764	60916	EDF4	眙	
166765	60917	EDF5	眭	
166766	60918	EDF6	眦	
166767	60919	EDF7	眵	
166770	60920	EDF8	眸	
166771	60921	EDF9	睐	
166772	60922	EDFA	睑	
166773	60923	EDFB	睇	
166774	60924	EDFC	睃	
166775	60925	EDFD	睚	
166776	60926	EDFE	睨	
167241	61089	EEA1	睢	
167242	61090	EEA2	睥	
167243	61091	EEA3	睿	
167244	61092	EEA4	瞍	
167245	61093	EEA5	睽	
167246	61094	EEA6	瞀	
167247	61095	EEA7	瞌	
167250	61096	EEA8	瞑	
167251	61097	EEA9	瞟	
167252	61098	EEAA	瞠	
167253	61099	EEAB	瞰	
167254	61100	EEAC	瞵	
167255	61101	EEAD	瞽	
167256	61102	EEAE	町	
167257	61103	EEAF	畀	
167260	61104	EEB0	畎	
167261	61105	EEB1	畋	
167262	61106	EEB2	畈	
167263	61107	EEB3	畛	
167264	61108	EEB4	畲	
167265	61109	EEB5	畹	
167266	61110	EEB6	疃	
167267	61111	EEB7	罘	
167270	61112	EEB8	罡	
167271	61113	EEB9	罟	
167272	61114	EEBA	詈	
167273	61115	EEBB	罨	
167274	61116	EEBC	罴	
167275	61117	EEBD	罱	
167276	61118	EEBE	罹	
167277	61119	EEBF	羁	
167300	61120	EEC0	罾	
167301	61121	EEC1	盍	
167302	61122	EEC2	盥	
167303	61123	EEC3	蠲	
167304	61124	EEC4	钅	
167305	61125	EEC5	钆	
167306	61126	EEC6	钇	
167307	61127	EEC7	钋	
167310	61128	EEC8	钊	
167311	61129	EEC9	钌	
167312	61130	EECA	钍	
167313	61131	EECB	钏	
167314	61132	EECC	钐	
167315	61133	EECD	钔	
167316	61134	EECE	钗	
167317	61135	EECF	钕	
167320	61136	EED0	钚	
167321	61137	EED1	钛	
167322	61138	EED2	钜	
167323	61139	EED3	钣	
167324	61140	EED4	钤	
167325	61141	EED5	钫	
167326	61142	EED6	钪	
167327	61143	EED7	钭	
167330	61144	EED8	钬	
167331	61145	EED9	钯	
167332	61146	EEDA	钰	
167333	61147	EEDB	钲	
167334	61148	EEDC	钴	
167335	61149	EEDD	钶	
167336	61150	EEDE	钷	
167337	61151	EEDF	钸	
167340	61152	EEE0	钹	
167341	61153	EEE1	钺	
167342	61154	EEE2	钼	
167343	61155	EEE3	钽	
167344	61156	EEE4	钿	
167345	61157	EEE5	铄	
167346	61158	EEE6	铈	
167347	61159	EEE7	铉	
167350	61160	EEE8	铊	
167351	61161	EEE9	铋	
167352	61162	EEEA	铌	
167353	61163	EEEB	铍	
167354	61164	EEEC	铎	
167355	61165	EEED	铐	
167356	61166	EEEE	铑	
167357	61167	EEEF	铒	
167360	61168	EEF0	铕	
167361	61169	EEF1	铖	
167362	61170	EEF2	铗	
167363	61171	EEF3	铙	
167364	61172	EEF4	铘	
167365	61173	EEF5	铛	
167366	61174	EEF6	铞	
167367	61175	EEF7	铟	
167370	61176	EEF8	铠	
167371	61177	EEF9	铢	
167372	61178	EEFA	铤	
167373	61179	EEFB	铥	
167374	61180	EEFC	铧	
167375	61181	EEFD	铨	
167376	61182	EEFE	铪	
167641	61345	EFA1	铩	
167642	61346	EFA2	铫	
167643	61347	EFA3	铮	
167644	61348	EFA4	铯	
167645	61349	EFA5	铳	
167646	61350	EFA6	铴	
167647	61351	EFA7	铵	
167650	61352	EFA8	铷	
167651	61353	EFA9	铹	
167652	61354	EFAA	铼	
167653	61355	EFAB	铽	
167654	61356	EFAC	铿	
167655	61357	EFAD	锃	
167656	61358	EFAE	锂	
167657	61359	EFAF	锆	
167660	61360	EFB0	锇	
167661	61361	EFB1	锉	
167662	61362	EFB2	锊	
167663	61363	EFB3	锍	
167664	61364	EFB4	锎	
167665	61365	EFB5	锏	
167666	61366	EFB6	锒	
167667	61367	EFB7	锓	
167670	61368	EFB8	锔	
167671	61369	EFB9	锕	
167672	61370	EFBA	锖	
167673	61371	EFBB	锘	
167674	61372	EFBC	锛	
167675	61373	EFBD	锝	
167676	61374	EFBE	锞	
167677	61375	EFBF	锟	
167700	61376	EFC0	锢	
167701	61377	EFC1	锪	
167702	61378	EFC2	锫	
167703	61379	EFC3	锩	
167704	61380	EFC4	锬	
167705	61381	EFC5	锱	
167706	61382	EFC6	锲	
167707	61383	EFC7	锴	
167710	61384	EFC8	锶	
167711	61385	EFC9	锷	
167712	61386	EFCA	锸	
167713	61387	EFCB	锼	
167714	61388	EFCC	锾	
167715	61389	EFCD	锿	
167716	61390	EFCE	镂	
167717	61391	EFCF	锵	
167720	61392	EFD0	镄	
167721	61393	EFD1	镅	
167722	61394	EFD2	镆	
167723	61395	EFD3	镉	
167724	61396	EFD4	镌	
167725	61397	EFD5	镎	
167726	61398	EFD6	镏	
167727	61399	EFD7	镒	
167730	61400	EFD8	镓	
167731	61401	EFD9	镔	
167732	61402	EFDA	镖	
167733	61403	EFDB	镗	
167734	61404	EFDC	镘	
167735	61405	EFDD	镙	
167736	61406	EFDE	镛	
167737	61407	EFDF	镞	
167740	61408	EFE0	镟	
167741	61409	EFE1	镝	
167742	61410	EFE2	镡	
167743	61411	EFE3	镢	
167744	61412	EFE4	镤	
167745	61413	EFE5	镥	
167746	61414	EFE6	镦	
167747	61415	EFE7	镧	
167750	61416	EFE8	镨	
167751	61417	EFE9	镩	
167752	61418	EFEA	镪	
167753	61419	EFEB	镫	
167754	61420	EFEC	镬	
167755	61421	EFED	镯	
167756	61422	EFEE	镱	
167757	61423	EFEF	镲	
167760	61424	EFF0	镳	
167761	61425	EFF1	锺	
167762	61426	EFF2	矧	
167763	61427	EFF3	矬	
167764	61428	EFF4	雉	
167765	61429	EFF5	秕	
167766	61430	EFF6	秭	
167767	61431	EFF7	秣	
167770	61432	EFF8	秫	
167771	61433	EFF9	稆	
167772	61434	EFFA	嵇	
167773	61435	EFFB	稃	
167774	61436	EFFC	稂	
167775	61437	EFFD	稞	
167776	61438	EFFE	稔	
170241	61601	F0A1	稹	
170242	61602	F0A2	稷	
170243	61603	F0A3	穑	
170244	61604	F0A4	黏	
170245	61605	F0A5	馥	
170246	61606	F0A6	穰	
170247	61607	F0A7	皈	
170250	61608	F0A8	皎	
170251	61609	F0A9	皓	
170252	61610	F0AA	皙	
170253	61611	F0AB	皤	
170254	61612	F0AC	瓞	
170255	61613	F0AD	瓠	
170256	61614	F0AE	甬	
170257	61615	F0AF	鸠	
170260	61616	F0B0	鸢	
170261	61617	F0B1	鸨	
170262	61618	F0B2	鸩	
170263	61619	F0B3	鸪	
170264	61620	F0B4	鸫	
170265	61621	F0B5	鸬	
170266	61622	F0B6	鸲	
170267	61623	F0B7	鸱	
170270	61624	F0B8	鸶	
170271	61625	F0B9	鸸	
170272	61626	F0BA	鸷	
170273	61627	F0BB	鸹	
170274	61628	F0BC	鸺	
170275	61629	F0BD	鸾	
170276	61630	F0BE	鹁	
170277	61631	F0BF	鹂	
170300	61632	F0C0	鹄	
170301	61633	F0C1	鹆	
170302	61634	F0C2	鹇	
170303	61635	F0C3	鹈	
170304	61636	F0C4	鹉	
170305	61637	F0C5	鹋	
170306	61638	F0C6	鹌	
170307	61639	F0C7	鹎	
170310	61640	F0C8	鹑	
170311	61641	F0C9	鹕	
170312	61642	F0CA	鹗	
170313	61643	F0CB	鹚	
170314	61644	F0CC	鹛	
170315	61645	F0CD	鹜	
170316	61646	F0CE	鹞	
170317	61647	F0CF	鹣	
170320	61648	F0D0	鹦	
170321	61649	F0D1	鹧	
170322	61650	F0D2	鹨	
170323	61651	F0D3	鹩	
170324	61652	F0D4	鹪	
170325	61653	F0D5	鹫	
170326	61654	F0D6	鹬	
170327	61655	F0D7	鹱	
170330	61656	F0D8	鹭	
170331	61657	F0D9	鹳	
170332	61658	F0DA	疒	
170333	61659	F0DB	疔	
170334	61660	F0DC	疖	
170335	61661	F0DD	疠	
170336	61662	F0DE	疝	
170337	61663	F0DF	疬	
170340	61664	F0E0	疣	
170341	61665	F0E1	疳	
170342	61666	F0E2	疴	
170343	61667	F0E3	疸	
170344	61668	F0E4	痄	
170345	61669	F0E5	疱	
170346	61670	F0E6	疰	
170347	61671	F0E7	痃	
170350	61672	F0E8	痂	
170351	61673	F0E9	痖	
170352	61674	F0EA	痍	
170353	61675	F0EB	痣	
170354	61676	F0EC	痨	
170355	61677	F0ED	痦	
170356	61678	F0EE	痤	
170357	61679	F0EF	痫	
170360	61680	F0F0	痧	
170361	61681	F0F1	瘃	
170362	61682	F0F2	痱	
170363	61683	F0F3	痼	
170364	61684	F0F4	痿	
170365	61685	F0F5	瘐	
170366	61686	F0F6	瘀	
170367	61687	F0F7	瘅	
170370	61688	F0F8	瘌	
170371	61689	F0F9	瘗	
170372	61690	F0FA	瘊	
170373	61691	F0FB	瘥	
170374	61692	F0FC	瘘	
170375	61693	F0FD	瘕	
170376	61694	F0FE	瘙	
170641	61857	F1A1	瘛	
170642	61858	F1A2	瘼	
170643	61859	F1A3	瘢	
170644	61860	F1A4	瘠	
170645	61861	F1A5	癀	
170646	61862	F1A6	瘭	
170647	61863	F1A7	瘰	
170650	61864	F1A8	瘿	
170651	61865	F1A9	瘵	
170652	61866	F1AA	癃	
170653	61867	F1AB	瘾	
170654	61868	F1AC	瘳	
170655	61869	F1AD	癍	
170656	61870	F1AE	癞	
170657	61871	F1AF	癔	
170660	61872	F1B0	癜	
170661	61873	F1B1	癖	
170662	61874	F1B2	癫	
170663	61875	F1B3	癯	
170664	61876	F1B4	翊	
170665	61877	F1B5	竦	
170666	61878	F1B6	穸	
170667	61879	F1B7	穹	
170670	61880	F1B8	窀	
170671	61881	F1B9	窆	
170672	61882	F1BA	窈	
170673	61883	F1BB	窕	
170674	61884	F1BC	窦	
170675	61885	F1BD	窠	
170676	61886	F1BE	窬	
170677	61887	F1BF	窨	
170700	61888	F1C0	窭	
170701	61889	F1C1	窳	
170702	61890	F1C2	衤	
170703	61891	F1C3	衩	
170704	61892	F1C4	衲	
170705	61893	F1C5	衽	
170706	61894	F1C6	衿	
170707	61895	F1C7	袂	
170710	61896	F1C8	袢	
170711	61897	F1C9	裆	
170712	61898	F1CA	袷	
170713	61899	F1CB	袼	
170714	61900	F1CC	裉	
170715	61901	F1CD	裢	
170716	61902	F1CE	裎	
170717	61903	F1CF	裣	
170720	61904	F1D0	裥	
170721	61905	F1D1	裱	
170722	61906	F1D2	褚	
170723	61907	F1D3	裼	
170724	61908	F1D4	裨	
170725	61909	F1D5	裾	
170726	61910	F1D6	裰	
170727	61911	F1D7	褡	
170730	61912	F1D8	褙	
170731	61913	F1D9	褓	
170732	61914	F1DA	褛	
170733	61915	F1DB	褊	
170734	61916	F1DC	褴	
170735	61917	F1DD	褫	
170736	61918	F1DE	褶	
170737	61919	F1DF	襁	
170740	61920	F1E0	襦	
170741	61921	F1E1	襻	
170742	61922	F1E2	疋	
170743	61923	F1E3	胥	
170744	61924	F1E4	皲	
170745	61925	F1E5	皴	
170746	61926	F1E6	矜	
170747	61927	F1E7	耒	
170750	61928	F1E8	耔	
170751	61929	F1E9	耖	
170752	61930	F1EA	耜	
170753	61931	F1EB	耠	
170754	61932	F1EC	耢	
170755	61933	F1ED	耥	
170756	61934	F1EE	耦	
170757	61935	F1EF	耧	
170760	61936	F1F0	耩	
170761	61937	F1F1	耨	
170762	61938	F1F2	耱	
170763	61939	F1F3	耋	
170764	61940	F1F4	耵	
170765	61941	F1F5	聃	
170766	61942	F1F6	聆	
170767	61943	F1F7	聍	
170770	61944	F1F8	聒	
170771	61945	F1F9	聩	
170772	61946	F1FA	聱	
170773	61947	F1FB	覃	
170774	61948	F1FC	顸	
170775	61949	F1FD	颀	
170776	61950	F1FE	颃	
171241	62113	F2A1	颉	
171242	62114	F2A2	颌	
171243	62115	F2A3	颍	
171244	62116	F2A4	颏	
171245	62117	F2A5	颔	
171246	62118	F2A6	颚	
171247	62119	F2A7	颛	
171250	62120	F2A8	颞	
171251	62121	F2A9	颟	
171252	62122	F2AA	颡	
171253	62123	F2AB	颢	
171254	62124	F2AC	颥	
171255	62125	F2AD	颦	
171256	62126	F2AE	虍	
171257	62127	F2AF	虔	
171260	62128	F2B0	虬	
171261	62129	F2B1	虮	
171262	62130	F2B2	虿	
171263	62131	F2B3	虺	
171264	62132	F2B4	虼	
171265	62133	F2B5	虻	
171266	62134	F2B6	蚨	
171267	62135	F2B7	蚍	
171270	62136	F2B8	蚋	
171271	62137	F2B9	蚬	
171272	62138	F2BA	蚝	
171273	62139	F2BB	蚧	
171274	62140	F2BC	蚣	
171275	62141	F2BD	蚪	
171276	62142	F2BE	蚓	
171277	62143	F2BF	蚩	
171300	62144	F2C0	蚶	
171301	62145	F2C1	蛄	
171302	62146	F2C2	蚵	
171303	62147	F2C3	蛎	
171304	62148	F2C4	蚰	
171305	62149	F2C5	蚺	
171306	62150	F2C6	蚱	
171307	62151	F2C7	蚯	
171310	62152	F2C8	蛉	
171311	62153	F2C9	蛏	
171312	62154	F2CA	蚴	
171313	62155	F2CB	蛩	
171314	62156	F2CC	蛱	
171315	62157	F2CD	蛲	
171316	62158	F2CE	蛭	
171317	62159	F2CF	蛳	
171320	62160	F2D0	蛐	
171321	62161	F2D1	蜓	
171322	62162	F2D2	蛞	
171323	62163	F2D3	蛴	
171324	62164	F2D4	蛟	
171325	62165	F2D5	蛘	
171326	62166	F2D6	蛑	
171327	62167	F2D7	蜃	
171330	62168	F2D8	蜇	
171331	62169	F2D9	蛸	
171332	62170	F2DA	蜈	
171333	62171	F2DB	蜊	
171334	62172	F2DC	蜍	
171335	62173	F2DD	蜉	
171336	62174	F2DE	蜣	
171337	62175	F2DF	蜻	
171340	62176	F2E0	蜞	
171341	62177	F2E1	蜥	
171342	62178	F2E2	蜮	
171343	62179	F2E3	蜚	
171344	62180	F2E4	蜾	
171345	62181	F2E5	蝈	
171346	62182	F2E6	蜴	
171347	62183	F2E7	蜱	
171350	62184	F2E8	蜩	
171351	62185	F2E9	蜷	
171352	62186	F2EA	蜿	
171353	62187	F2EB	螂	
171354	62188	F2EC	蜢	
171355	62189	F2ED	蝽	
171356	62190	F2EE	蝾	
171357	62191	F2EF	蝻	
171360	62192	F2F0	蝠	
171361	62193	F2F1	蝰	
171362	62194	F2F2	蝌	
171363	62195	F2F3	蝮	
171364	62196	F2F4	螋	
171365	62197	F2F5	蝓	
171366	62198	F2F6	蝣	
171367	62199	F2F7	蝼	
171370	62200	F2F8	蝤	
171371	62201	F2F9	蝙	
171372	62202	F2FA	蝥	
171373	62203	F2FB	螓	
171374	62204	F2FC	螯	
171375	62205	F2FD	螨	
171376	62206	F2FE	蟒	
171641	62369	F3A1	蟆	
171642	62370	F3A2	螈	
171643	62371	F3A3	螅	
171644	62372	F3A4	螭	
171645	62373	F3A5	螗	
171646	62374	F3A6	螃	
171647	62375	F3A7	螫	
171650	62376	F3A8	蟥	
171651	62377	F3A9	螬	
171652	62378	F3AA	螵	
171653	62379	F3AB	螳	
171654	62380	F3AC	蟋	
171655	62381	F3AD	蟓	
171656	62382	F3AE	螽	
171657	62383	F3AF	蟑	
171660	62384	F3B0	蟀	
171661	62385	F3B1	蟊	
171662	62386	F3B2	蟛	
171663	62387	F3B3	蟪	
171664	62388	F3B4	蟠	
171665	62389	F3B5	蟮	
171666	62390	F3B6	蠖	
171667	62391	F3B7	蠓	
171670	62392	F3B8	蟾	
171671	62393	F3B9	蠊	
171672	62394	F3BA	蠛	
171673	62395	F3BB	蠡	
171674	62396	F3BC	蠹	
171675	62397	F3BD	蠼	
171676	62398	F3BE	缶	
171677	62399	F3BF	罂	
171700	62400	F3C0	罄	
171701	62401	F3C1	罅	
171702	62402	F3C2	舐	
171703	62403	F3C3	竺	
171704	62404	F3C4	竽	
171705	62405	F3C5	笈	
171706	62406	F3C6	笃	
171707	62407	F3C7	笄	
171710	62408	F3C8	笕	
171711	62409	F3C9	笊	
171712	62410	F3CA	笫	
171713	62411	F3CB	笏	
171714	62412	F3CC	筇	
171715	62413	F3CD	笸	
171716	62414	F3CE	笪	
171717	62415	F3CF	笙	
171720	62416	F3D0	笮	
171721	62417	F3D1	笱	
171722	62418	F3D2	笠	
171723	62419	F3D3	笥	
171724	62420	F3D4	笤	
171725	62421	F3D5	笳	
171726	62422	F3D6	笾	
171727	62423	F3D7	笞	
171730	62424	F3D8	筘	
171731	62425	F3D9	筚	
171732	62426	F3DA	筅	
171733	62427	F3DB	筵	
171734	62428	F3DC	筌	
171735	62429	F3DD	筝	
171736	62430	F3DE	筠	
171737	62431	F3DF	筮	
171740	62432	F3E0	筻	
171741	62433	F3E1	筢	
171742	62434	F3E2	筲	
171743	62435	F3E3	筱	
171744	62436	F3E4	箐	
171745	62437	F3E5	箦	
171746	62438	F3E6	箧	
171747	62439	F3E7	箸	
171750	62440	F3E8	箬	
171751	62441	F3E9	箝	
171752	62442	F3EA	箨	
171753	62443	F3EB	箅	
171754	62444	F3EC	箪	
171755	62445	F3ED	箜	
171756	62446	F3EE	箢	
171757	62447	F3EF	箫	
171760	62448	F3F0	箴	
171761	62449	F3F1	篑	
171762	62450	F3F2	篁	
171763	62451	F3F3	篌	
171764	62452	F3F4	篝	
171765	62453	F3F5	篚	
171766	62454	F3F6	篥	
171767	62455	F3F7	篦	
171770	62456	F3F8	篪	
171771	62457	F3F9	簌	
171772	62458	F3FA	篾	
171773	62459	F3FB	篼	
171774	62460	F3FC	簏	
171775	62461	F3FD	簖	
171776	62462	F3FE	簋	
172241	62625	F4A1	簟	
172242	62626	F4A2	簪	
172243	62627	F4A3	簦	
172244	62628	F4A4	簸	
172245	62629	F4A5	籁	
172246	62630	F4A6	籀	
172247	62631	F4A7	臾	
172250	62632	F4A8	舁	
172251	62633	F4A9	舂	
172252	62634	F4AA	舄	
172253	62635	F4AB	臬	
172254	62636	F4AC	衄	
172255	62637	F4AD	舡	
172256	62638	F4AE	舢	
172257	62639	F4AF	舣	
172260	62640	F4B0	舭	
172261	62641	F4B1	舯	
172262	62642	F4B2	舨	
172263	62643	F4B3	舫	
172264	62644	F4B4	舸	
172265	62645	F4B5	舻	
172266	62646	F4B6	舳	
172267	62647	F4B7	舴	
172270	62648	F4B8	舾	
172271	62649	F4B9	艄	
172272	62650	F4BA	艉	
172273	62651	F4BB	艋	
172274	62652	F4BC	艏	
172275	62653	F4BD	艚	
172276	62654	F4BE	艟	
172277	62655	F4BF	艨	
172300	62656	F4C0	衾	
172301	62657	F4C1	袅	
172302	62658	F4C2	袈	
172303	62659	F4C3	裘	
172304	62660	F4C4	裟	
172305	62661	F4C5	襞	
172306	62662	F4C6	羝	
172307	62663	F4C7	羟	
172310	62664	F4C8	羧	
172311	62665	F4C9	羯	
172312	62666	F4CA	羰	
172313	62667	F4CB	羲	
172314	62668	F4CC	籼	
172315	62669	F4CD	敉	
172316	62670	F4CE	粑	
172317	62671	F4CF	粝	
172320	62672	F4D0	粜	
172321	62673	F4D1	粞	
172322	62674	F4D2	粢	
172323	62675	F4D3	粲	
172324	62676	F4D4	粼	
172325	62677	F4D5	粽	
172326	62678	F4D6	糁	
172327	62679	F4D7	糇	
172330	62680	F4D8	糌	
172331	62681	F4D9	糍	
172332	62682	F4DA	糈	
172333	62683	F4DB	糅	
172334	62684	F4DC	糗	
172335	62685	F4DD	糨	
172336	62686	F4DE	艮	
172337	62687	F4DF	暨	
172340	62688	F4E0	羿	
172341	62689	F4E1	翎	
172342	62690	F4E2	翕	
172343	62691	F4E3	翥	
172344	62692	F4E4	翡	
172345	62693	F4E5	翦	
172346	62694	F4E6	翩	
172347	62695	F4E7	翮	
172350	62696	F4E8	翳	
172351	62697	F4E9	糸	
172352	62698	F4EA	絷	
172353	62699	F4EB	綦	
172354	62700	F4EC	綮	
172355	62701	F4ED	繇	
172356	62702	F4EE	纛	
172357	62703	F4EF	麸	
172360	62704	F4F0	麴	
172361	62705	F4F1	赳	
172362	62706	F4F2	趄	
172363	62707	F4F3	趔	
172364	62708	F4F4	趑	
172365	62709	F4F5	趱	
172366	62710	F4F6	赧	
172367	62711	F4F7	赭	
172370	62712	F4F8	豇	
172371	62713	F4F9	豉	
172372	62714	F4FA	酊	
172373	62715	F4FB	酐	
172374	62716	F4FC	酎	
172375	62717	F4FD	酏	
172376	62718	F4FE	酤	
172641	62881	F5A1	酢	
172642	62882	F5A2	酡	
172643	62883	F5A3	酰	
172644	62884	F5A4	酩	
172645	62885	F5A5	酯	
172646	62886	F5A6	酽	
172647	62887	F5A7	酾	
172650	62888	F5A8	酲	
172651	62889	F5A9	酴	
172652	62890	F5AA	酹	
172653	62891	F5AB	醌	
172654	62892	F5AC	醅	
172655	62893	F5AD	醐	
172656	62894	F5AE	醍	
172657	62895	F5AF	醑	
172660	62896	F5B0	醢	
172661	62897	F5B1	醣	
172662	62898	F5B2	醪	
172663	62899	F5B3	醭	
172664	62900	F5B4	醮	
172665	62901	F5B5	醯	
172666	62902	F5B6	醵	
172667	62903	F5B7	醴	
172670	62904	F5B8	醺	
172671	62905	F5B9	豕	
172672	62906	F5BA	鹾	
172673	62907	F5BB	趸	
172674	62908	F5BC	跫	
172675	62909	F5BD	踅	
172676	62910	F5BE	蹙	
172677	62911	F5BF	蹩	
172700	62912	F5C0	趵	
172701	62913	F5C1	趿	
172702	62914	F5C2	趼	
172703	62915	F5C3	趺	
172704	62916	F5C4	跄	
172705	62917	F5C5	跖	
172706	62918	F5C6	跗	
172707	62919	F5C7	跚	
172710	62920	F5C8	跞	
172711	62921	F5C9	跎	
172712	62922	F5CA	跏	
172713	62923	F5CB	跛	
172714	62924	F5CC	跆	
172715	62925	F5CD	跬	
172716	62926	F5CE	跷	
172717	62927	F5CF	跸	
172720	62928	F5D0	跣	
172721	62929	F5D1	跹	
172722	62930	F5D2	跻	
172723	62931	F5D3	跤	
172724	62932	F5D4	踉	
172725	62933	F5D5	跽	
172726	62934	F5D6	踔	
172727	62935	F5D7	踝	
172730	62936	F5D8	踟	
172731	62937	F5D9	踬	
172732	62938	F5DA	踮	
172733	62939	F5DB	踣	
172734	62940	F5DC	踯	
172735	62941	F5DD	踺	
172736	62942	F5DE	蹀	
172737	62943	F5DF	踹	
172740	62944	F5E0	踵	
172741	62945	F5E1	踽	
172742	62946	F5E2	踱	
172743	62947	F5E3	蹉	
172744	62948	F5E4	蹁	
172745	62949	F5E5	蹂	
172746	62950	F5E6	蹑	
172747	62951	F5E7	蹒	
172750	62952	F5E8	蹊	
172751	62953	F5E9	蹰	
172752	62954	F5EA	蹶	
172753	62955	F5EB	蹼	
172754	62956	F5EC	蹯	
172755	62957	F5ED	蹴	
172756	62958	F5EE	躅	
172757	62959	F5EF	躏	
172760	62960	F5F0	躔	
172761	62961	F5F1	躐	
172762	62962	F5F2	躜	
172763	62963	F5F3	躞	
172764	62964	F5F4	豸	
172765	62965	F5F5	貂	
172766	62966	F5F6	貊	
172767	62967	F5F7	貅	
172770	62968	F5F8	貘	
172771	62969	F5F9	貔	
172772	62970	F5FA	斛	
172773	62971	F5FB	觖	
172774	62972	F5FC	觞	
172775	62973	F5FD	觚	
172776	62974	F5FE	觜	
173241	63137	F6A1	觥	
173242	63138	F6A2	觫	
173243	63139	F6A3	觯	
173244	63140	F6A4	訾	
173245	63141	F6A5	謦	
173246	63142	F6A6	靓	
173247	63143	F6A7	雩	
173250	63144	F6A8	雳	
173251	63145	F6A9	雯	
173252	63146	F6AA	霆	
173253	63147	F6AB	霁	
173254	63148	F6AC	霈	
173255	63149	F6AD	霏	
173256	63150	F6AE	霎	
173257	63151	F6AF	霪	
173260	63152	F6B0	霭	
173261	63153	F6B1	霰	
173262	63154	F6B2	霾	
173263	63155	F6B3	龀	
173264	63156	F6B4	龃	
173265	63157	F6B5	龅	
173266	63158	F6B6	龆	
173267	63159	F6B7	龇	
173270	63160	F6B8	龈	
173271	63161	F6B9	龉	
173272	63162	F6BA	龊	
173273	63163	F6BB	龌	
173274	63164	F6BC	黾	
173275	63165	F6BD	鼋	
173276	63166	F6BE	鼍	
173277	63167	F6BF	隹	
173300	63168	F6C0	隼	
173301	63169	F6C1	隽	
173302	63170	F6C2	雎	
173303	63171	F6C3	雒	
173304	63172	F6C4	瞿	
173305	63173	F6C5	雠	
173306	63174	F6C6	銎	
173307	63175	F6C7	銮	
173310	63176	F6C8	鋈	
173311	63177	F6C9	錾	
173312	63178	F6CA	鍪	
173313	63179	F6CB	鏊	
173314	63180	F6CC	鎏	
173315	63181	F6CD	鐾	
173316	63182	F6CE	鑫	
173317	63183	F6CF	鱿	
173320	63184	F6D0	鲂	
173321	63185	F6D1	鲅	
173322	63186	F6D2	鲆	
173323	63187	F6D3	鲇	
173324	63188	F6D4	鲈	
173325	63189	F6D5	稣	
173326	63190	F6D6	鲋	
173327	63191	F6D7	鲎	
173330	63192	F6D8	鲐	
173331	63193	F6D9	鲑	
173332	63194	F6DA	鲒	
173333	63195	F6DB	鲔	
173334	63196	F6DC	鲕	
173335	63197	F6DD	鲚	
